Tag,Content
div,"Bachelor of Science inEntrepreneurshipThe program develops the student’s creativity, opportunity-seeking and leadership skills to meet the challenges of a highly mobile, fast paced and ever-changing world we live in.The students will be exposed to a variety of disciplines, industries and sectors in order to create a holistic educational environment. Not only business industries, students will also be exposed to social enterprises, art institutes, advocacies among others, to encourage students to find their place and be an entrepreneur in their field.The graduates of this program are expected to be pioneers or innovators of their own project or enterprise. Those who choose to work for a company not their own are expected to be project leaders, managers, directors, facilitating new ideas in the industry."
div,"Bachelor of Science inEntrepreneurshipThe program develops the student’s creativity, opportunity-seeking and leadership skills to meet the challenges of a highly mobile, fast paced and ever-changing world we live in.The students will be exposed to a variety of disciplines, industries and sectors in order to create a holistic educational environment. Not only business industries, students will also be exposed to social enterprises, art institutes, advocacies among others, to encourage students to find their place and be an entrepreneur in their field.The graduates of this program are expected to be pioneers or innovators of their own project or enterprise. Those who choose to work for a company not their own are expected to be project leaders, managers, directors, facilitating new ideas in the industry."
div,Bachelor of Science inEntrepreneurship
div,Bachelor of Science inEntrepreneurship
div,Bachelor of Science inEntrepreneurship
h2,Bachelor of Science inEntrepreneurship
span,Entrepreneurship
div,"The program develops the student’s creativity, opportunity-seeking and leadership skills to meet the challenges of a highly mobile, fast paced and ever-changing world we live in.The students will be exposed to a variety of disciplines, industries and sectors in order to create a holistic educational environment. Not only business industries, students will also be exposed to social enterprises, art institutes, advocacies among others, to encourage students to find their place and be an entrepreneur in their field.The graduates of this program are expected to be pioneers or innovators of their own project or enterprise. Those who choose to work for a company not their own are expected to be project leaders, managers, directors, facilitating new ideas in the industry."
div,"The program develops the student’s creativity, opportunity-seeking and leadership skills to meet the challenges of a highly mobile, fast paced and ever-changing world we live in.The students will be exposed to a variety of disciplines, industries and sectors in order to create a holistic educational environment. Not only business industries, students will also be exposed to social enterprises, art institutes, advocacies among others, to encourage students to find their place and be an entrepreneur in their field.The graduates of this program are expected to be pioneers or innovators of their own project or enterprise. Those who choose to work for a company not their own are expected to be project leaders, managers, directors, facilitating new ideas in the industry."
ol,"The program develops the student’s creativity, opportunity-seeking and leadership skills to meet the challenges of a highly mobile, fast paced and ever-changing world we live in.The students will be exposed to a variety of disciplines, industries and sectors in order to create a holistic educational environment. Not only business industries, students will also be exposed to social enterprises, art institutes, advocacies among others, to encourage students to find their place and be an entrepreneur in their field.The graduates of this program are expected to be pioneers or innovators of their own project or enterprise. Those who choose to work for a company not their own are expected to be project leaders, managers, directors, facilitating new ideas in the industry."
li,"The program develops the student’s creativity, opportunity-seeking and leadership skills to meet the challenges of a highly mobile, fast paced and ever-changing world we live in."
li,"The students will be exposed to a variety of disciplines, industries and sectors in order to create a holistic educational environment. Not only business industries, students will also be exposed to social enterprises, art institutes, advocacies among others, to encourage students to find their place and be an entrepreneur in their field."
li,"The graduates of this program are expected to be pioneers or innovators of their own project or enterprise. Those who choose to work for a company not their own are expected to be project leaders, managers, directors, facilitating new ideas in the industry."
section,"Program TableSummary2018-2019B.S. EntrepreneurshipTotal Number of Units and breakdownCourse ClassificationTotal Number of UnitsGeneral Education36NSTP6Physical Education8Common Business and Management Education Courses6Entrepreneurship Core Courses58Specialized Tracks12Professional Elective18MapúaMCM Required Courses40Total184Expected number of years to complete the program – 4 yearsGraduates of Non-ABM (e.g. STEM, HUMSS, GAS) will be required to take a 15 unit bridging program"
div,"Program TableSummary2018-2019B.S. EntrepreneurshipTotal Number of Units and breakdownCourse ClassificationTotal Number of UnitsGeneral Education36NSTP6Physical Education8Common Business and Management Education Courses6Entrepreneurship Core Courses58Specialized Tracks12Professional Elective18MapúaMCM Required Courses40Total184Expected number of years to complete the program – 4 yearsGraduates of Non-ABM (e.g. STEM, HUMSS, GAS) will be required to take a 15 unit bridging program"
div,"Program TableSummary2018-2019B.S. EntrepreneurshipTotal Number of Units and breakdownCourse ClassificationTotal Number of UnitsGeneral Education36NSTP6Physical Education8Common Business and Management Education Courses6Entrepreneurship Core Courses58Specialized Tracks12Professional Elective18MapúaMCM Required Courses40Total184Expected number of years to complete the program – 4 yearsGraduates of Non-ABM (e.g. STEM, HUMSS, GAS) will be required to take a 15 unit bridging program"
div,"Program TableSummary2018-2019B.S. EntrepreneurshipTotal Number of Units and breakdownCourse ClassificationTotal Number of UnitsGeneral Education36NSTP6Physical Education8Common Business and Management Education Courses6Entrepreneurship Core Courses58Specialized Tracks12Professional Elective18MapúaMCM Required Courses40Total184Expected number of years to complete the program – 4 yearsGraduates of Non-ABM (e.g. STEM, HUMSS, GAS) will be required to take a 15 unit bridging program"
div,Program TableSummary
div,Program TableSummary
div,Program TableSummary
h2,Program TableSummary
span,Summary
div,"2018-2019B.S. EntrepreneurshipTotal Number of Units and breakdownCourse ClassificationTotal Number of UnitsGeneral Education36NSTP6Physical Education8Common Business and Management Education Courses6Entrepreneurship Core Courses58Specialized Tracks12Professional Elective18MapúaMCM Required Courses40Total184Expected number of years to complete the program – 4 yearsGraduates of Non-ABM (e.g. STEM, HUMSS, GAS) will be required to take a 15 unit bridging program"
div,"2018-2019B.S. EntrepreneurshipTotal Number of Units and breakdownCourse ClassificationTotal Number of UnitsGeneral Education36NSTP6Physical Education8Common Business and Management Education Courses6Entrepreneurship Core Courses58Specialized Tracks12Professional Elective18MapúaMCM Required Courses40Total184Expected number of years to complete the program – 4 yearsGraduates of Non-ABM (e.g. STEM, HUMSS, GAS) will be required to take a 15 unit bridging program"
ul,2018-2019B.S. EntrepreneurshipTotal Number of Units and breakdown
li,2018-2019
li,B.S. Entrepreneurship
li,Total Number of Units and breakdown
table,Course ClassificationTotal Number of UnitsGeneral Education36NSTP6Physical Education8Common Business and Management Education Courses6Entrepreneurship Core Courses58Specialized Tracks12Professional Elective18MapúaMCM Required Courses40Total184
tbody,Course ClassificationTotal Number of UnitsGeneral Education36NSTP6Physical Education8Common Business and Management Education Courses6Entrepreneurship Core Courses58Specialized Tracks12Professional Elective18MapúaMCM Required Courses40Total184
tr,Course ClassificationTotal Number of Units
th,Course Classification
span,Course Classification
th,Total Number of Units
span,Total Number of Units
tr,General Education36
td,General Education
td,36
tr,NSTP6
td,NSTP
td,6
tr,Physical Education8
td,Physical Education
td,8
tr,Common Business and Management Education Courses6
td,Common Business and Management Education Courses
td,6
tr,Entrepreneurship Core Courses58
td,Entrepreneurship Core Courses
td,58
tr,Specialized Tracks12
td,Specialized Tracks
td,12
tr,Professional Elective18
td,Professional Elective
td,18
tr,MapúaMCM Required Courses40
td,MapúaMCM Required Courses
td,40
tr,Total184
td,Total
td,184
ul,"Expected number of years to complete the program – 4 yearsGraduates of Non-ABM (e.g. STEM, HUMSS, GAS) will be required to take a 15 unit bridging program"
li,Expected number of years to complete the program – 4 years
li,"Graduates of Non-ABM (e.g. STEM, HUMSS, GAS) will be required to take a 15 unit bridging program"
section,"Program EducationalObjectivesThe program goals of the BS Entrepreneurship graduate within 2 to 5 years are as follows:Set up a businessManage and operate a businessAssume Managerial position in the field of Business Development, Corporate Planning, and other related positions in the corporate or Public organizations or Non-government organizations"
div,"Program EducationalObjectivesThe program goals of the BS Entrepreneurship graduate within 2 to 5 years are as follows:Set up a businessManage and operate a businessAssume Managerial position in the field of Business Development, Corporate Planning, and other related positions in the corporate or Public organizations or Non-government organizations"
div,"Program EducationalObjectivesThe program goals of the BS Entrepreneurship graduate within 2 to 5 years are as follows:Set up a businessManage and operate a businessAssume Managerial position in the field of Business Development, Corporate Planning, and other related positions in the corporate or Public organizations or Non-government organizations"
div,"Program EducationalObjectivesThe program goals of the BS Entrepreneurship graduate within 2 to 5 years are as follows:Set up a businessManage and operate a businessAssume Managerial position in the field of Business Development, Corporate Planning, and other related positions in the corporate or Public organizations or Non-government organizations"
div,Program EducationalObjectives
div,Program EducationalObjectives
div,Program EducationalObjectives
h2,Program EducationalObjectives
span,Objectives
div,"The program goals of the BS Entrepreneurship graduate within 2 to 5 years are as follows:Set up a businessManage and operate a businessAssume Managerial position in the field of Business Development, Corporate Planning, and other related positions in the corporate or Public organizations or Non-government organizations"
div,"The program goals of the BS Entrepreneurship graduate within 2 to 5 years are as follows:Set up a businessManage and operate a businessAssume Managerial position in the field of Business Development, Corporate Planning, and other related positions in the corporate or Public organizations or Non-government organizations"
p,The program goals of the BS Entrepreneurship graduate within 2 to 5 years are as follows:
ol,"Set up a businessManage and operate a businessAssume Managerial position in the field of Business Development, Corporate Planning, and other related positions in the corporate or Public organizations or Non-government organizations"
li,Set up a business
li,Manage and operate a business
li,"Assume Managerial position in the field of Business Development, Corporate Planning, and other related positions in the corporate or Public organizations or Non-government organizations"
section,"StudentOutcomesA graduate of the BS Entrepreneurship should be able to:Conduct a self-assessment to determine the level of entrepreneurial tendenciesAnalyze/scan the environment to determine business opportunities and develop their profitability profiles from which entrepreneurial ventures can be selected fromPrepare a business planMobilize the necessary human, financial, logistical, and technical resources to implement the business planPrepare and comply with requirements for business operationOperate and manage the enterprise observing good governance and social responsibilityApply entrepreneurial management in any organization other than own enterprise"
div,"StudentOutcomesA graduate of the BS Entrepreneurship should be able to:Conduct a self-assessment to determine the level of entrepreneurial tendenciesAnalyze/scan the environment to determine business opportunities and develop their profitability profiles from which entrepreneurial ventures can be selected fromPrepare a business planMobilize the necessary human, financial, logistical, and technical resources to implement the business planPrepare and comply with requirements for business operationOperate and manage the enterprise observing good governance and social responsibilityApply entrepreneurial management in any organization other than own enterprise"
div,"StudentOutcomesA graduate of the BS Entrepreneurship should be able to:Conduct a self-assessment to determine the level of entrepreneurial tendenciesAnalyze/scan the environment to determine business opportunities and develop their profitability profiles from which entrepreneurial ventures can be selected fromPrepare a business planMobilize the necessary human, financial, logistical, and technical resources to implement the business planPrepare and comply with requirements for business operationOperate and manage the enterprise observing good governance and social responsibilityApply entrepreneurial management in any organization other than own enterprise"
div,"StudentOutcomesA graduate of the BS Entrepreneurship should be able to:Conduct a self-assessment to determine the level of entrepreneurial tendenciesAnalyze/scan the environment to determine business opportunities and develop their profitability profiles from which entrepreneurial ventures can be selected fromPrepare a business planMobilize the necessary human, financial, logistical, and technical resources to implement the business planPrepare and comply with requirements for business operationOperate and manage the enterprise observing good governance and social responsibilityApply entrepreneurial management in any organization other than own enterprise"
div,StudentOutcomes
div,StudentOutcomes
div,StudentOutcomes
h2,StudentOutcomes
span,Outcomes
div,"A graduate of the BS Entrepreneurship should be able to:Conduct a self-assessment to determine the level of entrepreneurial tendenciesAnalyze/scan the environment to determine business opportunities and develop their profitability profiles from which entrepreneurial ventures can be selected fromPrepare a business planMobilize the necessary human, financial, logistical, and technical resources to implement the business planPrepare and comply with requirements for business operationOperate and manage the enterprise observing good governance and social responsibilityApply entrepreneurial management in any organization other than own enterprise"
div,"A graduate of the BS Entrepreneurship should be able to:Conduct a self-assessment to determine the level of entrepreneurial tendenciesAnalyze/scan the environment to determine business opportunities and develop their profitability profiles from which entrepreneurial ventures can be selected fromPrepare a business planMobilize the necessary human, financial, logistical, and technical resources to implement the business planPrepare and comply with requirements for business operationOperate and manage the enterprise observing good governance and social responsibilityApply entrepreneurial management in any organization other than own enterprise"
div,A graduate of the BS Entrepreneurship should be able to:
div,A graduate of the BS Entrepreneurship should be able to:
p,A graduate of the BS Entrepreneurship should be able to:
div,"Conduct a self-assessment to determine the level of entrepreneurial tendenciesAnalyze/scan the environment to determine business opportunities and develop their profitability profiles from which entrepreneurial ventures can be selected fromPrepare a business planMobilize the necessary human, financial, logistical, and technical resources to implement the business planPrepare and comply with requirements for business operationOperate and manage the enterprise observing good governance and social responsibilityApply entrepreneurial management in any organization other than own enterprise"
div,"Conduct a self-assessment to determine the level of entrepreneurial tendenciesAnalyze/scan the environment to determine business opportunities and develop their profitability profiles from which entrepreneurial ventures can be selected fromPrepare a business planMobilize the necessary human, financial, logistical, and technical resources to implement the business planPrepare and comply with requirements for business operationOperate and manage the enterprise observing good governance and social responsibilityApply entrepreneurial management in any organization other than own enterprise"
ul,"Conduct a self-assessment to determine the level of entrepreneurial tendenciesAnalyze/scan the environment to determine business opportunities and develop their profitability profiles from which entrepreneurial ventures can be selected fromPrepare a business planMobilize the necessary human, financial, logistical, and technical resources to implement the business planPrepare and comply with requirements for business operationOperate and manage the enterprise observing good governance and social responsibilityApply entrepreneurial management in any organization other than own enterprise"
li,Conduct a self-assessment to determine the level of entrepreneurial tendencies
li,Analyze/scan the environment to determine business opportunities and develop their profitability profiles from which entrepreneurial ventures can be selected from
li,Prepare a business plan
li,"Mobilize the necessary human, financial, logistical, and technical resources to implement the business plan"
li,Prepare and comply with requirements for business operation
li,Operate and manage the enterprise observing good governance and social responsibility
li,Apply entrepreneurial management in any organization other than own enterprise
section,"List ofCoursesCORE COURSES – These are the required major courses covering theory and practical applicationENT101ENTREPRENEURIAL BEHAVIORENT102OPPORTUNITY SEEKINGENT190BUSINESS PLAN PREPARATIONENT200R-1BUSINESS PLAN IMPLEMENTATION 1ENT200R-2BUSINESS PLAN IMPLEMENTATION 2MKT102MARKET RESEARCH AND CONSUMER BEHAVIORECO101MICROECONOMICSLAW103BUSINESS LAW AND TAXATIONFIN102FINANCIAL MANAGEMENTECO102INTERNATIONAL BUSINESS AND TRADEMGT107HUMAN RESOURCES DEVELOPMENTACT121-9PRICING AND COSTINGENT103INNOVATION MANAGEMENTENT104SOCIAL ENTREPRENEURSHIPENT105PROGRAMS AND POLICIES ON ENTERPRISE DEVELOPMENTPROFESSIONAL ELECTIVES – These are the courses a student can take, depending on his/her area of interest specifically for the enhancement of his/her business project or related courses to support or enhance the specialized trackENT156FRANCHISINGENT160EXPORT MARKETINGENT162ENTREPRENUERIAL MARKETING STRATEGIESENT114DIRECT MARKETINGENT115WHOLESALE AND RETAIL SALES MANAGEMENTENT150E-COMMERCEENT117AGRIBUSINESSENT118FAMILY BUSINESS MANAGEMENTENT161SMALL BUSINESS CONSULTING/BUSINESS DEVELOPMENT SERVICESENT120MICROFINANCINGENT153VENTURE FINANCEENT122SUPPLY CHAIN MANAGEMENTENT123MANAGING A MANUFACTURING ENTERPRISEENT124MANAGING A SERVICE ENTERPRISEENT164CREATIVITY IN PROBLEM SOLVINGENT165NEGOTIATIONENT152EVENTS MANAGEMENTENT128HOSPITALITY MANAGEMENTENT129MANAGEMENT OF TECHNOLOGYENT130MERGER AND ACQUISITIONENT163ENTREPRENEURIAL LEADERSHIP IN ORGANIZATIONSPECIALIZED TRACKS – Allows the student to pursue a business project proposal based on the available resources and economic environment of the region where they belong.ENT154TECHNOPRENEURSHIPENT140PRODUCT DESIGN AND DEVELOPMENTENT141CULINARY ENTREPRENEURSHIPENT142DIGITAL MEDIA ENTREPRENEURSHIPENT143ENTREPRENEURIAL FINANCEENT144SUSTAINABLE ENTREPRENEURSHIP AND THE ENVIRONMENTENT145INTRODUCTION TO MICRO, SMALL AND MEDIUM ENTREPRISEENT146INTRODUCTON TO DATA SCIENCEENT147DATA ANALYTICSENT148SOCIAL MEDIA MARKETINGENT149PERSONAL FINANCE AND INVESTMENTENT150BUSINESS INTELLIGENCEENT151INTRODUCTION TO BIOTECHNOLOGYENT157VALUE CHAINENT158NEW MARKET DEVELOPMENT"
div,"List ofCoursesCORE COURSES – These are the required major courses covering theory and practical applicationENT101ENTREPRENEURIAL BEHAVIORENT102OPPORTUNITY SEEKINGENT190BUSINESS PLAN PREPARATIONENT200R-1BUSINESS PLAN IMPLEMENTATION 1ENT200R-2BUSINESS PLAN IMPLEMENTATION 2MKT102MARKET RESEARCH AND CONSUMER BEHAVIORECO101MICROECONOMICSLAW103BUSINESS LAW AND TAXATIONFIN102FINANCIAL MANAGEMENTECO102INTERNATIONAL BUSINESS AND TRADEMGT107HUMAN RESOURCES DEVELOPMENTACT121-9PRICING AND COSTINGENT103INNOVATION MANAGEMENTENT104SOCIAL ENTREPRENEURSHIPENT105PROGRAMS AND POLICIES ON ENTERPRISE DEVELOPMENTPROFESSIONAL ELECTIVES – These are the courses a student can take, depending on his/her area of interest specifically for the enhancement of his/her business project or related courses to support or enhance the specialized trackENT156FRANCHISINGENT160EXPORT MARKETINGENT162ENTREPRENUERIAL MARKETING STRATEGIESENT114DIRECT MARKETINGENT115WHOLESALE AND RETAIL SALES MANAGEMENTENT150E-COMMERCEENT117AGRIBUSINESSENT118FAMILY BUSINESS MANAGEMENTENT161SMALL BUSINESS CONSULTING/BUSINESS DEVELOPMENT SERVICESENT120MICROFINANCINGENT153VENTURE FINANCEENT122SUPPLY CHAIN MANAGEMENTENT123MANAGING A MANUFACTURING ENTERPRISEENT124MANAGING A SERVICE ENTERPRISEENT164CREATIVITY IN PROBLEM SOLVINGENT165NEGOTIATIONENT152EVENTS MANAGEMENTENT128HOSPITALITY MANAGEMENTENT129MANAGEMENT OF TECHNOLOGYENT130MERGER AND ACQUISITIONENT163ENTREPRENEURIAL LEADERSHIP IN ORGANIZATIONSPECIALIZED TRACKS – Allows the student to pursue a business project proposal based on the available resources and economic environment of the region where they belong.ENT154TECHNOPRENEURSHIPENT140PRODUCT DESIGN AND DEVELOPMENTENT141CULINARY ENTREPRENEURSHIPENT142DIGITAL MEDIA ENTREPRENEURSHIPENT143ENTREPRENEURIAL FINANCEENT144SUSTAINABLE ENTREPRENEURSHIP AND THE ENVIRONMENTENT145INTRODUCTION TO MICRO, SMALL AND MEDIUM ENTREPRISEENT146INTRODUCTON TO DATA SCIENCEENT147DATA ANALYTICSENT148SOCIAL MEDIA MARKETINGENT149PERSONAL FINANCE AND INVESTMENTENT150BUSINESS INTELLIGENCEENT151INTRODUCTION TO BIOTECHNOLOGYENT157VALUE CHAINENT158NEW MARKET DEVELOPMENT"
div,"List ofCoursesCORE COURSES – These are the required major courses covering theory and practical applicationENT101ENTREPRENEURIAL BEHAVIORENT102OPPORTUNITY SEEKINGENT190BUSINESS PLAN PREPARATIONENT200R-1BUSINESS PLAN IMPLEMENTATION 1ENT200R-2BUSINESS PLAN IMPLEMENTATION 2MKT102MARKET RESEARCH AND CONSUMER BEHAVIORECO101MICROECONOMICSLAW103BUSINESS LAW AND TAXATIONFIN102FINANCIAL MANAGEMENTECO102INTERNATIONAL BUSINESS AND TRADEMGT107HUMAN RESOURCES DEVELOPMENTACT121-9PRICING AND COSTINGENT103INNOVATION MANAGEMENTENT104SOCIAL ENTREPRENEURSHIPENT105PROGRAMS AND POLICIES ON ENTERPRISE DEVELOPMENTPROFESSIONAL ELECTIVES – These are the courses a student can take, depending on his/her area of interest specifically for the enhancement of his/her business project or related courses to support or enhance the specialized trackENT156FRANCHISINGENT160EXPORT MARKETINGENT162ENTREPRENUERIAL MARKETING STRATEGIESENT114DIRECT MARKETINGENT115WHOLESALE AND RETAIL SALES MANAGEMENTENT150E-COMMERCEENT117AGRIBUSINESSENT118FAMILY BUSINESS MANAGEMENTENT161SMALL BUSINESS CONSULTING/BUSINESS DEVELOPMENT SERVICESENT120MICROFINANCINGENT153VENTURE FINANCEENT122SUPPLY CHAIN MANAGEMENTENT123MANAGING A MANUFACTURING ENTERPRISEENT124MANAGING A SERVICE ENTERPRISEENT164CREATIVITY IN PROBLEM SOLVINGENT165NEGOTIATIONENT152EVENTS MANAGEMENTENT128HOSPITALITY MANAGEMENTENT129MANAGEMENT OF TECHNOLOGYENT130MERGER AND ACQUISITIONENT163ENTREPRENEURIAL LEADERSHIP IN ORGANIZATIONSPECIALIZED TRACKS – Allows the student to pursue a business project proposal based on the available resources and economic environment of the region where they belong.ENT154TECHNOPRENEURSHIPENT140PRODUCT DESIGN AND DEVELOPMENTENT141CULINARY ENTREPRENEURSHIPENT142DIGITAL MEDIA ENTREPRENEURSHIPENT143ENTREPRENEURIAL FINANCEENT144SUSTAINABLE ENTREPRENEURSHIP AND THE ENVIRONMENTENT145INTRODUCTION TO MICRO, SMALL AND MEDIUM ENTREPRISEENT146INTRODUCTON TO DATA SCIENCEENT147DATA ANALYTICSENT148SOCIAL MEDIA MARKETINGENT149PERSONAL FINANCE AND INVESTMENTENT150BUSINESS INTELLIGENCEENT151INTRODUCTION TO BIOTECHNOLOGYENT157VALUE CHAINENT158NEW MARKET DEVELOPMENT"
div,"List ofCoursesCORE COURSES – These are the required major courses covering theory and practical applicationENT101ENTREPRENEURIAL BEHAVIORENT102OPPORTUNITY SEEKINGENT190BUSINESS PLAN PREPARATIONENT200R-1BUSINESS PLAN IMPLEMENTATION 1ENT200R-2BUSINESS PLAN IMPLEMENTATION 2MKT102MARKET RESEARCH AND CONSUMER BEHAVIORECO101MICROECONOMICSLAW103BUSINESS LAW AND TAXATIONFIN102FINANCIAL MANAGEMENTECO102INTERNATIONAL BUSINESS AND TRADEMGT107HUMAN RESOURCES DEVELOPMENTACT121-9PRICING AND COSTINGENT103INNOVATION MANAGEMENTENT104SOCIAL ENTREPRENEURSHIPENT105PROGRAMS AND POLICIES ON ENTERPRISE DEVELOPMENTPROFESSIONAL ELECTIVES – These are the courses a student can take, depending on his/her area of interest specifically for the enhancement of his/her business project or related courses to support or enhance the specialized trackENT156FRANCHISINGENT160EXPORT MARKETINGENT162ENTREPRENUERIAL MARKETING STRATEGIESENT114DIRECT MARKETINGENT115WHOLESALE AND RETAIL SALES MANAGEMENTENT150E-COMMERCEENT117AGRIBUSINESSENT118FAMILY BUSINESS MANAGEMENTENT161SMALL BUSINESS CONSULTING/BUSINESS DEVELOPMENT SERVICESENT120MICROFINANCINGENT153VENTURE FINANCEENT122SUPPLY CHAIN MANAGEMENTENT123MANAGING A MANUFACTURING ENTERPRISEENT124MANAGING A SERVICE ENTERPRISEENT164CREATIVITY IN PROBLEM SOLVINGENT165NEGOTIATIONENT152EVENTS MANAGEMENTENT128HOSPITALITY MANAGEMENTENT129MANAGEMENT OF TECHNOLOGYENT130MERGER AND ACQUISITIONENT163ENTREPRENEURIAL LEADERSHIP IN ORGANIZATIONSPECIALIZED TRACKS – Allows the student to pursue a business project proposal based on the available resources and economic environment of the region where they belong.ENT154TECHNOPRENEURSHIPENT140PRODUCT DESIGN AND DEVELOPMENTENT141CULINARY ENTREPRENEURSHIPENT142DIGITAL MEDIA ENTREPRENEURSHIPENT143ENTREPRENEURIAL FINANCEENT144SUSTAINABLE ENTREPRENEURSHIP AND THE ENVIRONMENTENT145INTRODUCTION TO MICRO, SMALL AND MEDIUM ENTREPRISEENT146INTRODUCTON TO DATA SCIENCEENT147DATA ANALYTICSENT148SOCIAL MEDIA MARKETINGENT149PERSONAL FINANCE AND INVESTMENTENT150BUSINESS INTELLIGENCEENT151INTRODUCTION TO BIOTECHNOLOGYENT157VALUE CHAINENT158NEW MARKET DEVELOPMENT"
div,List ofCourses
div,List ofCourses
div,List ofCourses
h2,List ofCourses
span,Courses
